,message,label
37405,"Good morning, my phone is no better today. It is constantly cutting in and out. ",0
24829,"My phone isn't charging or holding the charge
",0
31828,hi,0
41072,I'm trying to activate a phone on my othe,0
30262,Cracked screen replacement cost,0
12491,"Thank you kindly, I appreciate your help!",1
20445,Need to cancel protection plan ,0
10360,Yes i would like to cancel the insurance on my device,0
3354,My daughter is on my family plan.  She purchased a new phone in July and I see a charge for Sprint Complete - protection for smartphone on my bill.  I did not ask for or authorize this charge on my plan.  Please remove it.,0
2086,You too!,1
5384,"Hi, I noticed that I was charged an equipment and repair fee on two of my lines, however I had already called to cancel the service. Why was I charged again?
 
The numbers are 9562204751 and 9565617861",0
20524,how do i activate my phone,0
8162,I would like to cancel insurance on all 3 phones ,0
40679,Hi my name is luis im,0
27778,Call screener,0
28787,I saw sprint call screens is free is that true,0
5619,Hi,0
20973,Hi how are you . ,0
1682,My 2 yr old cracked my screen. How do I go about fixing that?,0
29185,how to deactivated sprint complete,0
5672,"Hi, for an iphone 8 Plus repair, does that include a back repair as well?",0
41055,i would like to remove my sprint complete,0
1933,That will be all thanks again,0
19733,Way is my phone away roaming ,0
18740,Trying to figure out if my new phone has been mailed yet,0
29922,Hi. I cannot get past the is this correct page.,0
18401,How do I go about adding all of my device,0
25522,Where i can cancel the service for mysprint home complete,0
18630,How do I file a claim for a stolen phone?,0
23951,Start a claim,0
2414,"Can you please unlock my phone do I can sell it,?",0
10417,Hello. I received a notification that I signed up for Sprint Complete. I do not think I did this and am likely to cancel it.  Before I do though I'd like to know how much it would cost monthly to cover a Note 8 which I own.  ,0
28374,My device has cracked ,0
32320,I have no Mobile  Network,0
24487,I need to add cellular to an Apple Watch I purchased ,0
17879,Hi! Can you help me get started with my new phone?,0
30797,Why doesn't my phone have service?,0
7053,I accidentally clicked yes for sprint complete ,0
41366,I am stuck in a chat box from d,0
40670,hi i was wondering if i can remove the insurance from my phones? ,0
1895,"good morning 
I would lime to cancel the protection",0
20983,yes please,0
5820,Why does my SIM card say it’s locked,0
12740,i would like to remove protection plan from my tablet,0
11273,File a claim ,0
3308," Hi, I want to remove Sprint Complete from phone number DIGIT_REDACTION",0
27947,Activate phone,0
22578,I need to schedule an appointment to get my screen fixed ,0
3608,I now need to activate it,0
10677,"Broken back glass repair 
",0
37956,My husbands phone is broken,0
31223,"Over past few days have been roaming
",0
27457,"Hi, I want the $9.00 Complete service monthly charge removed from my account",0
28973,Hi,0
29331,Sprint store said service was cancelled I did not cancel it can I deny it bac I already paid,0
24628,"Hello, I’d like to remove the insurance off all the devices on my plan. Including mine. ",0
39640,My husband's phone is lost,0
13519,I need to cancel the insurance on this nline,0
19610,Trying to activate replacement phone ,0
21464,Hi! Can you help me get started with my new phone?,0
29974,hello i would like to remove my insurance plan on number ending PIN_CODE,0
36341,How do I activate my new phone?,0
2998,My device has a virus,0
29880,Why is my phone on 3G when it should be on 4G?,0
20310,My voicemail app is not working,0
38408,I keep loosing the data signal will go from lte 3g than roaming,0
2979,my laptop keeps shutting off,0
28327,Good morning. I was wondering if it was possible to save pictures from my Mac on Complete Storage. I like to bring them in here to edit on my pro apps and then save. I can send it back to my phone but wanted to see if that step was able to be bypassed. ,0
39469,Lost my network for 5,0
30233,Yes,1
11598,Yes but trying to file claim.,1
800,Antivirus software ,0
23700,Hi! Can you help me get started with my new phone?,0
40976,"Hi there, I'm Hannah! I'd be happy to help.",0
38054,Hi! Can you help me get started with my new phone?,0
27202,I need to find out where is my repaired device.it has been a month and two.weeks.,0
24749,"Hello there, I'm Sharee! I apologize for you having to wait a while to get connected to me and I appreciate you for your patience and staying online today.",0
20788,I would like to remove the insurance on all devices on my plan ,0
25200,"I will Oscar, THE BEST SCORE!",0
9013,How do I cancel my protection plan,0
18881,My service is not working,0
12630,what would my bill be if I removed one line? ,0
36838,How do I zoom out on the iphone 11 pro max on the lock screen when the standard 3 finger tap isn't working? Also can't access it through iTunes because the upgraded phone was never synched...,0
35960,Just got the phone back from Apple care and need to reconnect it to the plan. ,0
30046,I would like to remove the Sprint Care from our account on both phones. ,0
34311,Hey ,0
14549,I need to cancel my insurance. to get my bill lowered,0
36265,Yes thanks I’m not going to worry about it ,1
7748,I'd like to cancel my protection plan on my line,0
31183,"Hi! My name is Alyssa. I just had a quick question about what devices are covered. 

So I can see that tablets are covered but does this include smart phones?",0
11513,Ok ,0
20159,My screen cracked— I have AppleCare ,0
8383,cancel insurance on all 4 phones,0
36750,I'm trying to fine my Google password w,0
1880,"Hello, thank you for contacting Sprint Tech Coach, my name is Pete! I am happy to help you today :)  I hope you're having a great day so far! Thank you so much for your patience while waiting for an agent. Please give me a moment to review your notes.",0
10159,"My phone sreen is broken
I need it fixed ",0
40671,Always have a problem.I went to the repair shop of sprint someone just play on it they said nothing was wrong,0
23281,Hi,0
26724,My phone does not have internet ,0
22397,I need help asap,0
19283,Upgrade,0
30792,My laptop doesn’t work once unplugged.  And once plugged it keep stalling. ,0
16500,I want to make a Hulu account using my Sprint Plan,0
29301,I want to drop insurance from my line,0
4660,So I cracked my screen on my phone and I know I have insurance where or how do I make a claim,0
28798,I am trying to cancel my my home service what do I need to do to do that ,0
25304,I was supposed to get just one month of My Home Protection but saw today that I was charged for an additional month.  Can you please look into that?,0
21787,Okay,0
25255,thanks,0
24128,"Hello, I need to cancel this services",0
14519,"I’d like to cancel the $15/mo insurance on my device, please ",0
24783,"I asked for the sprint insurance to be added to my phone line, but the agent added it to all of the phones on the account. ",0
22153,I have been having trouble making and keeping phone calls.,0
32977,"Hello, I was just speaking with a Sprint Rep about our bill. They shared: Brooke T.: 4:22PMUpon checking, the $27 that you are trying to find in your was from the insurance of the phone in line PIN_CODE. The $15 charge was for the insurance for the cycle date 06/18/20 - 07/17/20 and the $12.50 was for the cycle date 05/23/20 - 06/17/20.

When my husband got his phone he told them he does not want the insurance.",0
9500,Do I go through the same steps even though it’s an iPad not an iPhone?,0
10643,"Hello, I am reaching out to remove Sprint Complete from my account.",0
21789,Hello,0
36455,"much better than the other several times, he was on the ball and I totally appreciated it ",0
20712,"Past week, phone not connecting  to mobile data even though I have full bars.  Phone calls not ringing, just reviewing voicemail",0
8546,Why is my Hotspot not working?,0
40912,thank you once again and always stay safe you and your family,0
1119,"Everyone I call says that they cannot hear me. I also have the pebble in my house. Is there an outage somewhere? 
",0
14353,Hello,0
20220,"Add protection 
",0
15394,Help help,0
39064,Battery is draining fast..pls help.,0
26204,Is there a free virus protection a,0
6053,I want to remove sprint complete ,0
8803,How do I share my screen ,0
37923,"I received the text below and we did not order this:

Sprint: Your line ending in PIN_CODE purchased Unlimited Gamez Mo. for $5.00/31 days w/ongoing chgs. Click - https://vm.sprint.com/a/a/gt8xxcg for details. FreeMsg
",0
13685,How do I activate international calling?,0
38049,I need Insurance protection plan removed from line SSN4. I did not asked for it when I bought the phone,0
3493,"yes, i would like to remove sprint complete from our devices",0
41032,Why does my phone keep freezing?,0
32866,hello my name is april my phone is not connecting to lte this has been happening. i updated both prl and profile ,0
1281,Clair was great in helping me today! ,1
20951,People are saying they can’t understand me that I’m fuzzy here lately can I do anything about it,0
4444,Your chat feature doesn't seem to work. ,0
21276,"Hi there, I'm Kelly! I'd be happy to help.",0
35226,Removing insurance ,0
15440,my daughter has sprint. and she's locked out of her phone ..she can recieve calls..can you call her to help her unlock her phone,0
11047,hello ,0
40599,How do I back up my phone?,0
28089,I need more help. Let's pick up where we left off.,0
17233,How can I change my plan of payment instead of being on the 23rd 24th whatever to the Third,0
39504,"How to take off read and delivered on text messaging 
",0
28834,How do I receive Hulu for free,0
40835,Remove complete care from account,0
9628,How do I see if someone has read my messages?,0
12482,I've gotten a new phone and I'm have a problem ,0
21143,My phone started playing music on its own while I was sleeping ,0
14708,My cellular data isn’t working ,0
30574,Restore ,0
7066,Why does my complete app still show my old phone?,0
32670,My account number,0
25784,"Need to pay my bill with my new debit card, how do i set up auto pay?",0
29078,Hi! Can you help me get started with my new phone?,0
17040,You too!,1
5079,Hi there ,0
30502,Ok u too ,1
35597,Hi what do we need to do still?,0
21264,Can you remove my sprint complete service? ,0
8485,Hey,0
21105,Can you please block my caller id at the carrier level?,0
14624,Why am I unable to make a phone call?,0
9443,Is there anything else I can assist you with today?,0
32834,I am lock out my tablet because ADANCED Deice Protect ,0
36119,Wifi calling,0
4170,Hello there.  I was wondering why I'm being charged for Sprint Complete on my next billing cycle despite me declining it online when I upgraded by phones?,0
12910,i want to cancel our both insurance ,0
130,Setup my replacement phone,0
39761,it says ask anything,0
2993,Have an appointment to bring phone in.,0
13577,Remove sprint complete from account,0
34074,I am not suppose to have an insurance plan on this phone,0
16488,Why does my phone keep dropping calls?,0
36387,I cracked screen on iPad purchased through sprint. Can I take to store to have fixed?,0
22078,Hi there I would like to remove the sprint complete from my phone plan,0
28455,Sprint call screener,0
16746,My contract is up? So I’m free to go to another carrier?,0
20346,My phone keeps saying no networ,0
18814,hola,0
10531,Need to use the 887 number rigth?,0
30263,Transferring sim to new phone ,0
14290,he was good,0
29542,I would like to cancel the device insurance that was added when i upgraded my phone,0
30004,Thank you Amanda,0
15897,How do I file a claim for a broken screen if I have insurance. ,0
28168,I would like to remove the insurance on two of my phones,0
16593,"Hello, I am reaching out to remove Sprint Complete from my account.",0
27019,"HI, I'd like to remove insurance coverage from my phone",0
1353,I need to cancel the insurance on one of my phone lines,0
17730,Hi I would like to get rid of the sprint complete from my devices ,0
6628,can we extend the due date?,0
5986,"Cache clear
",0
34282,Do I have to call to cancel sprint complete ,0
19183,I would like to cancel the insurance on the Samsung phone ending in PIN_CODE,0
32399,Issue isn't resolved but I appreciate your help. ,1
26701,Roaming,0
27126,My son is having trouble using his mobile hotspot. His Phone number is DIGIT_REDACTION. I have an unlimited data plan. I think he should be able to use his phone for internet for his laptop.,0
2753,"I’m trying to get my account off from my moms 
",0
6945,Hello,0
40910,I have a broken screen on my Apple Watch. I was told my plan would cover this? ,0
4309,May I schedule a call for help transfering photos from Sprint Storage to my hard drive?,0
25936,"my phone isnt charging correctly
",0
26983,"Hello, I want to remove Sprint Complete from the following lines: (714)263-6824 and (951)796-1521",0
26721,keep losing my network,0
14201,My phone service is bad at my house ,0
18357,Hello! Trying to upload photos but having trouble. Screen tends to go back to main screen ,0
35346,"My sign in is stuck in Cerritos California I need my new phone in my new phone verification code ,two to get through To remove old number ",0
19635,My watch screen just cracked. ,0
18182,How can I manage my device from another device ,0
34110,I’m trying to set up my ipad,0
21026,I have not gotten any voice mail messages for a coupke of months,0
28052,how do i repair my phon,0
37330,Why did my plan go up 33.57 this month?,0
3430,"Hello,  I have Samsung galaxy 10 plus. I need to know what is my best option. My son threw my phone and the back cracked. I don't think it is a fixable ",0
39324,How do I back up my phone?,0
38894,Hi I needed to remove mobile insurance from this line and the iPad please,0
7023,I would live help,0
16182,I want to remove the sprint complete service ,0
17157,I'm having trouble with getting my calls and messages ny volte calling is turned off,0
36880,My internet is way slow,0
5254,"Location history
",0
22392,"CST **** ACR Advised Me That We Can Ship Any More Phones I Was Advised Only A PFR Is Approved So I Told Cx About The PFR She Denied It And Released Call... She Told Me That She Will Not Do That... DO NOT RESHIP Any More Phones...
Oscar.Corral",0
12308,status,0
41383,I have been trying to get the xtra charge on my phone for three months for insurance from assurion? Again for the fith time i never authorized it or talked to anybody about it? I have way to much time in this ! ,0
22788,I need to remove the insurance from my Apple Watch ,0
3626,Hello I’m trying to update my payment imformation,0
11429,Good morning I need helping setting up a payment arrangement I feel as my bill gets higher and higher,0
6167,Yes I wanted to cancel the insurance on my devices  ,0
7098,I want cancel my $19 protection service on this phone,0
32090,I just want to make sure that I have The insurance on that phone,0
5121,cancel ,0
10429,I lost one of my phones,0
6087,I need to pay my bill online,0
32534,Hello ,0
2339,Where can I find a replacement screen protector for the s10+? I am looking for the exact one that came with the phone. Mine bubbled after the 1st week I had the phone ,0
5260,"Cancel sprint complete
",0
15283,"hi, do i have an insurance plan on my S10+ phone?",0
22741,My iPad will not connect. I pay for the service monthly ,0
37424,Do I have sprint complete,0
17200,Progress of my phone getting fixed?,0
37759,I’m trying to set up my phone don’t have a login ,0
22237,Can I get a s pen for my divce,0
23643,I would like to stop sprint complete,0
14662,"On my other iphone 11 on this account, I cannot hear clearly - there seems to be some problem with the sound.",0
32956,hi,0
34599,i would like to take the insurance off of all phone on my account,0
29702,"Hello, I am reaching out to remove Sprint Complete from my account.",0
18677,Hello,0
32372,How do I sign up for free Mlb.tv that t-mobile is offering ,0
40120,I need an I phone 6s screen fixed as well as a MacBook Pro screen fixed,0
26706,thank you,0
26682,I need a appointment to get my screen fix,0
36270,you also,0
29803,Hi! Can you help me get started with my new phone?,0
27082,"When I am sending a text through a group message, I am getting an error saying SprintFreeMsg:  You are trying to send a multi-media message (MMS) to a carrier/country that is not enabled. Please visit sprint.com/internationalmessaging for ",0
15782,"Hi there, I'm Brett! I'd be happy to help.",0
18961,How do I fix my fonts for my texts,0
31699,What do you mean sign in with google,0
18173,What is the phone number for assurian,0
5060,Will this be 25 more dollars on my bill or how does it work,0
2691,I submitted a claim on my all in one iMac two days ago....I am checking the status of it,0
4130,"Hello, I was directed here. I need assistance cancelling my device insurance ",0
2124,Hi,0
26323,Can’t sent pictures in my texts,0
2566,My device was to be unlocked days ago an still is not unlocked ,0
23768,Up grade ,0
33903,"Yesterday I learned about a $15 monthly service plan.
Today I ask how to intitiate that plan.",0
23464,I would like to take the insurance off the PIN_CODE number ,0
7626,How do I use Apple care,0
19194,have a good day,1
18238,"I have two problems. First is all my end keeps going in and out for the person on the other line. This phone is practically new and has no physical damage.
",0
17602,Can I block a number in voicemail?,0
1028,Hello ,0
37937,"I added a phone to my account with the promise that you guys will pay off what was owed on it (Transferred from AT&T).  I had to call Sprint last week and was on the phone for 3 hours last week. The serial number on the phone has letters so Spring says they can't use it. So my question is ""where does that leave me? How is that my fault?  It has been a month and still it has not been resolved.",0
26573,My calls keep dropping and my connection is very weak ,0
14457,I forgot my login password ,0
38954,Hello I would like to dismiss my protection program ASAP?,0
24619,Shaunna ,0
24561,Why my phone die so fast,0
19169,I was able to add my email to my tablet but n,0
39016,Cancel the $15.00 a month insurance on my phone ,0
6739,Hi! Can you help me get started with my new phone?,0
36417,Wanted to know why my bill went up ,0
36588,Constant dropped calls,0
17115,I have my phone line under someone else’s name. I want to place it in my own name,0
13939,Why is my phone in roam,0
39293,My airwave 3LTE shows 4 green lights but my galaxy s8+ does not use it when I dial out,0
8580,all good now,0
4266,Remove sprint complete from DIGIT_REDACTION,0
40587,No out going calls,0
39425,"I will like to cancel the subscription 
",0
17471,Hello ,0
34197,thank you,1
26673,One of my lines is receiving from the old phone ,0
2763,"You were so late, I went to do something else ",0
30666,I cannot hear my calls unless on speaker ,0
23710,My device was lost,0
41325,I am having trouble with my phone freezing to where I can’t access my internet browser continuously. This started about 1 month 1/2 ago. I also get only 1 bar or signal no matter where I am,0
9368,Hi! Can you help me get started with my new phone?,0
9893,Hey I need to change my phone number on the complete storage app,0
8469,"On multiple, too many, occasions i am unable to swipe or",0
18900,"Phone not charging, has message of phone temp is to low to charge. ",0
7305,How do I hide my phone num,0
39353,Remove conplete cRe,0
14075,I have poor signal strength and slow data speed ,0
31058,Where is my replacement device?,0
27197,Pay bill,0
5663,My date on my phone is not working I can only use my apps when I'm on wifi but I can make calls,0
21251,Hello ,0
11399,I forgot my password to log on,0
17805,All good,1
5748,My iPhone 11s are hot,0
13803,I am receiving over 50 calls/vm’s a day from numbers that I don’t know. The messages I get say that I left a message about an Amazon order. I not made any calls to random people so someone has my cell number. I have to have this stop or I will need to change my cell carrier.,0
29109,Hello,0
21599,My phone is going straight to voicemail,0
20044,Cell phone number DIGIT_REDACTION is not working properly I cannot charge ,0
11207,I’m having issues with a very poor signal in my area,0
39964,My phones are disconnected so h,0
7675,I need your help regards to FMIP override for an iPhone SE. The screen of the phone is not working and they dont have any way in accessing his icloud account. ,0
21525,"Good evening
My messages are showing on my Ipad. How do i get them off the Ipad?
Thank you
Rebecca",0
25774,Thank you ,1
37085,My phone will not download anything ,0
15856,Hello! I’m calling abt DIGIT_REDACTION,0
33999,I can’t activate ,0
2560,Can you explain the $2 Protection coverage thats available for NY residents,0
24587,I need to activate my new iPhone ,0
33565,"My emails are stuck at August 6, PIN_CODE. I’m expecting important information related to my refinancing and I can’t get it!",0
8356,You also,0
5532,One of the phones on my account is not working ,0
345,Which one is bett,0
20137,"My bill
",0
3163,I need to remove sprint complete,0
37455,My password is not working and I went to change it and it is saying they can’t verify my identity. What is the problem. ,0
470,My phone is acting up. It won’t pair to any Bluetooth things. And phone just doesn’t turn on for a while when I turn it completely off ,0
16550,"2 of us are having Issues with the iPhone 11 since day 1. We have tried to ignore it, but it is so frustrating because we can’t use it for main thing we want it for. It continuously echos if it’s on speaker or while trying to FaceTime. We barely can talk more than a few before it becomes so aggravating that we have to stop the call. My mom has trouble hearing others talk and needs it on speaker and for the price we pay for the phone and our bill, we should be able to use them for our primary purposes ",0
2306,No network connection ,0
9403,Who do I come tact ,0
17718,I have the galaxy s20+ and everything I call someone its fine for the first couple minutes then the other person can not hear me..,0
25783, I need to remove insurance coverage on my devices,0
8064,please remove insurance from my account,0
24777,We would like to cancel the phone insurance/protection for DIGIT_REDACTION,0
2189,Do I have unlimited hotspot,0
63,How do i get the call screener,0
2262,My phone keeps shutting down,0
14442,Hi I need to troubleshoot my phone to see why I’m not getting service at work.,0
31258,"Hey Tech Expert, I have a question:",0
28270,"Having a problem with my Moms iohone. She is getting a message From the cloud, I think, saying her space is low and it will cost 99 cent a month. She only has 123 photos and her only App is Instagram. Her number is 360-649-9880. Please sent info to me as she is a novice on her iPhone and 91 years old.y number 503 757 8765",0
36618,Phone activation,0
22663,I had the insurance dropped on my two phones but it’s still showing the iPhone 11 has it,0
26138,Payment ,0
8706,My hotspot not working ,0
10342,I would like to disconnecthe tablet ,0
4616,What stores in anaheim ca do repairs for the back part of mygalaxy note 10 plus,0
13149,"Hi, I have a problem ",0
7508,Hi,0
2758,Lost phone,0
8458,I'm just wonder where is my phone,0
9967,Sprint complete was added to our without our permission when we changed phones for our son,0
39828,I need international help,0
37367,hello i would like to cancel the insurance on one of my phone lines,0
11310,Hello I call sprint and they add the insurance for one of my lines but I don’t want it so They told me to contact u to make sure u guys removed ,0
40513,Hello,0
6731,"Hello, I need to take sprint complete off my phone and watch plan please ",0
14042,"Hi, is battery replacement covered by sprint complete protection?",0
35918,I need to back up data,0
21681,"Hi. I'm being charged insurance on the line ending in PIN_CODE. I would like that removed. I do not ant to carry insurance on any of my lines.
",0
38160,"hello, I want to remove my protection please",0
12099,Need to replace a lost device,0
6415,Hi,0
17508,Thank you. You too. ,0
12833,"Unable to receive calls, sometimes sending texts take a long time",0
2249,I have my home complete. How do I file a claim for my laptop? ,0
2854,Why has my bill increased this month?,0
18479,I need to add insurance on one of my phones. My daughter is going out of town to visti family in Florida. ,0
35374,"I wont to remove spring complete
",0
35928,Can sprint customers get help at T-Mobile stores,0
13557,"My tv screen cracked
Not working",0
17472,I cannot make calls if my phone isnt activated,0
18154,Heloo,0
21604,No service,0
39352,Still getting calls from blocked number. No time to log on to block. Can you do this for me?,0
6347,"I need to cancel insurance on line SSN7, it was done by my son in error.",0
32904,I delete tons of apps and photos but iPhone still says my storage is full. How can I upgrade to a phone with more storage,0
2942,"How file a claim 
",0
18219,"Roaming
",0
35428,Hi! Can you help me get started with my new phone?,0
36332,hello. i am looking to cancel my sprint complete,0
15519,"Last month I had a 20gb personal hotspot, and this month it’s gone. Just wondering why :)",0
22691,Hi I need help with my sprint drive account. The login information my phone remembers (and that I have never changed) isn’t working anymore and I’m not sure how to fix it.,0
14832,Why is my Internet not working?,0
13683,A notification keeps popping up along with the audio portion of it to install WiFi phone service. My wi-fi system is unstable.,0
1922,My phone is dimming and brightens  on its own. Us it is getting  really hot ,0
1067,Hi. This is an onset escalation call.,0
33789,Are iPads covered by myhome? ,0
4472,Hello ! I would like for the sprint complete plan charge of 11$ off my account please. I would like to cancel it and no longer have that charge reflect on my account ,0
34056,Hi I need to remove a phone from my account ,0
21791,looking to take off the insurance plans on one of my phones,0
39605,How do I shut A phone off temporarily ,0
36580,"I filed a claim yesterday and you guys said my phone was going to be mailed to me today. I was wondering when it is going to arrive?
",0
10124,Find a phone,0
14647,Hello,0
5995,Hi! Can you help me get started with my new phone?,0
16957,My service isn't working. They just did an update and it isn't working.,0
29912,My top speaker on my IPhone X isn't working,0
12531,"Hi, sorry, I thought nobody was contacting me and was on phone, I work from home so need phone. No issue not resolved ",0
33636,Thanks!,1
24933,Being new to Sprint/T-Mobile how do I go about getting T-Mobile Netflix discount?,0
30931,I do not have network,0
3755,No ,0
16617,Melody villot,0
28862,"Hey Tech Expert, I have a question:",0
11633,Phone preforming random actions ,0
25093,hi i replaced my ipad and it was suplosed to come today but it still hasnt arrived ,0
29737,"Hello, I am reaching out to remove Sprint Complete from my account.",0
18394,Hi! Can you help me get started with my new phone?,0
13801,Some how insurance ended back up on my SSN2# and I’ve gone through this process numerous times now and I am not happy about this. This needs to stop happening or I can take my business elsewhere ,0
40917,My phone won’t turn on,0
26027,NumBe R please So I can call,0
17400,My sister phone wont give her unlimited storage even though she has sprint complete,0
11969,Hi! Can you help me get started with my new phone?,0
17983,"Hello, I am reaching out to remove Sprint Complete from my account.",0
1278,My screen is broken and I need to schedule a time to take it in and find out how much it is going to cost?,0
16799,Steven LAST_NAME,0
29484,thank you so much for your help,0
5140,What is my tablet phone number ,0
31224,Im  good  now  thanks  for  your  help  Jennifer,0
24775,I want to remove insurance,0
12855,What is my account PIN number?,0
29556,How do I transfer in bulk all my pictures from sprint storage to my iPhone ,0
8144,I called about two or three months ago to remove the service from one of my lines but im still being charged,0
35680,"Hello, for some reason my phone is not connecting to cellular.  It was off an on yesterday and I switched it off and on in settings and then restarted my iPhone and it doesn’t even give me an option to turn back on cellular.  Please helpx",0
21633,Call issues,0
16110,I would like to remove sprint complete,0
39929,I would like to remove Sprint Complete from my lines,0
22239,i'm pissed,0
37371,"hey i actually signed up for sprint complete and i need it to be canceled immediately, how would i go about doing that?",0
23416,oh nothing else thanks you,0
33292,"hello, i would like downgrade my insurance it is too expensive and i can not afford",0
29945,I'd like to remove Sprint Complete from DIGIT_REDACTION. I requested this change last month. Thank you.,0
25595,I need more help. Let's pick up where we left off.,0
14168,Where do I find password managemnt,0
18189,I would like to remove my protection plan from all of my devices,0
36007,Customer service,0
1140,my cell phone is not working how do I file a claim,0
38269,Please cancel my monthly insurance,0
23254,"No, I did not hear from Luis. ",0
24950,"The screen on my iPhone 8 Plus is broken, how can I get it replaced ",0
2780,This phone is horrible! I can’t connect to the internet and WiFi in my home,0
26692,My phone is not sending text messages since a software update o,0
30731,I just got a replacement iPhone and when I try to go to Bluetooth it’s not recognizing any thing like my car multimedia ,0
26396,Hey I need to setup an appointment to have my washing machine repaired,0
14858,How do I activate flash when ring,0
41183,Data not working ,0
38392,How do I transfer my apps to my new phone?,0
41748,"Network issues
",0
33658,Lost photos,0
39898,I have just upgraded to an iPhone 11. It has NO voicemail and I have wasted hours with Sprint trying to get vm on this phone. ,0
34574,Please cancel my insurance on all my devices,0
5933, My device for SSN5 was lost ,0
36021,Hi! Can you help me get started with my new phone?,0
29509,My phone screen cracked and the back camera broke,0
21391,my external hard drive stopped working.,0
28146,Hello! You have reached your Sprint Expert my name is Lisa. I understand you have some concerns and would like to make some changes to your device protection coverage. Is that right?,0
13974,Hi I need to remove the sprint complete from 2 of my phones.   iPhone 8 Plus. 2192010067 and the iPhone 8 2194274511,0
34737,need to chat to billing pls,0
1210,Icloud space is maxed out how do i,0
25934,Need remove my insurance for my 2 phones ,0
31210,I want to cancel the protection plan for $19 on DIGIT_REDACTION,0
15002,what's the status of my replacement phone ,0
32791,Are you still there ,0
26861,"Hello, I have an iPhone 11 and my text messages are showing up Green. But when the person replies, it comes back as an IMessage. ",0
24431,I need to remove the insurance charge from my bill please ,0
23723,How do I get better service?  ,0
5134,"Hey there, I’m Tia! I apologize for you having to wait a while and I appreciate you for your patience while your message was assigned to me.",0
38722,Have is with my phone connection to magic box,0
14674,Can you tell me if my lines have sprint complete?,0
39664,Cancel Sprint complete,0
34623,My phone is running slow now,0
22612,I haven’t been working I need to make a payment arrangement,0
22357,"Hello I was wondering how do I change my phone number, is there a charge?",0
19887,I wanted to know what my month bill amount is?,0
741,My watch ,0
13162,lost my phone,0
16738,"Hello, I have been paying the insurance fee. Now I receive a message stating I need Sprint Complete in order to get my phone repaired. Did the insurance i'm paying for get cancelled for each of the 3 phones on my account?",0
27282,"Hi, my name is Zakary and I would be happy to help you out!",0
35341,"item on phone PIN_CODE is already covered by apple care, please cancel sprint complete protection plan.",0
13431,What is my bill this month,0
24203,okay,0
32929,Set up my new phone but my contacts are missing a bunch of people ,0
24089,My new iPhone 11 has no voicemail icon and I can’t receive phone calls or outgoing calls.  And text come to old phone,0
9337,I need to get the serial number or MEID for a phone on my account in order to get it repaired.,0
28962,Why don't I have any signal strengt,0
9307,I need to ask a question about my face ID,0
36836,Does my plan come with AAA?,0
23621,I need more help. Let's pick up where we left off.,0
26982,How do I subscribe to hot spots,0
37277,thats all,0
15753,So how can I get this fixed,0
1952,Want to remove phone protection plan for SSN9,0
27834,How do I reset a pre-installed app,0
40770,Hello,0
31156,Can you tell me how to do a group text?,0
10379,I have canceled Sprint Complete on all my devices.  The Sprint rep sent me to this site,0
10547,Hi! Can you help me get started with my new phone?,0
38903,Hi! Can you help me get started with my new phone?,0
28407,Hi,0
31705,Sprint said I have to contact Asurion to cancel insurance for phone ending in PIN_CODE,0
592,Hello I’m having problems with my iPhone ,0
30490,I would like to remove insurance from my phone ,0
20760,How to use voice text,0
11951,I need to drop the sprint complete on my DIGIT_REDACTION,0
2381,Hi! Can you help me get started with my new phone?,0
22415,"Hey there, I’m Tia! I apologize for you having to wait a while 
and I appreciate you for your patience while your chat was assigned to me.",0
26526,need to check if i have iphone forever ,0
30232,How much is my bill,0
4168,Please remove me from Sprint protection ,0
15001,thankies,0
5234,Hi,0
5434,I want to take off the insurance on one of my lines ,0
2151,Hello,0
36973,Having bad signal problems ,0
35071,"Please review the notes on my account from yesterday's chat. I have since done the software update and I am still having issues with service connection. This issue has been going on since Monday afternoon and the local store cannot help. They say there is nothing with my phone because when i'm standing in their store i have perfect service but when i leave, my service connection goes away. ",0
3309,"Plan details
",0
7437,othat would be all. Thank you!,0
1046,"my account is 941-544-9676, larry tasman.......I have been getting billed for insurance for 941-961-5550.....that phone is a spare line and has an old note 5 attached to it.  We did get some new phones, the line that was supposed to be insured was my daughters line 941-544-6547, it is a s10, somehow the agent added the insurance to the wrong line",0
2527,Phone still not able to connect to cArrier services ,0
41379,Morning. I would like to remove the phone protection plans from all phones on the account.,0
12918,I need to remove protection plans,0
3102,475410,0
16551,Hi,0
31180,My other phone is nessed up since system update yesterday. It is connectrd without interenet,0
3350,How do I set up a personal Hotspot?,0
31287,I am having horrible time with connection.  Had to restart 4 times,0
33417,I need to activate a new sim card,0
39552,I have a service issue at my house. My magic box does not work here. Since teaming up with T-Mobile is there another option for me to get better service here ,0
34226,How to turn off voicemail on iPhone 8 plus,0
39548,"Hello, I would like to remove the equipment protection from my account. ",0
23744,Hi! Can you help me get started with my new phone?,0
14757,Need to remove sprint phone protection from account ,0
10339,thank you.. bye,0
12673,Just did a system update this morning and have not be able to make any cellular call,0
22226,Hello I've taken my phone twice to sprint to repair and they said it's unrepairable,0
33653,I'm having issues with my phone,0
13954,I want to cancel Sprint Complete - protection for smartphone on my plan,0
8447,Phone keeps restarting,0
41211,Can  you  close  the  chat  for  me  pls  .  Thanks  ,0
29654,remove my protection plan,0
26773,I'm having issues with one of my games the walking our world will not load,0
